,domain,nb_item,nb_item_search,nb_item_bought,413163,
2080,MLB-NAIL_POLISH,1688,4788,190,335333,81%
3005,MLB-GAME_CONSOLE_POWER_SUPPLIES,269,841,190,335523,81%
263,MLM-AEROBICS_AND_FITNESS_EQUIPMENT,818,1997,189,335712,81%
2123,MLB-BABY_CAR_SEATS,1232,4080,189,335901,81%
3845,MLB-FACIAL_TOWELS,281,1423,189,336090,81%
3847,MLB-DECORATIVE_NO_LIGHT_SIGNS,1066,4256,189,336279,81%
92,MLM-HEALTH_CARE_SUPPLIES,1026,1601,188,336467,81%
4833,MLB-TABLET_CASES,792,1782,188,336655,81%
2431,MLB-BABY_CLOTHING_SETS,1673,5984,186,336841,82%
2485,MLB-TV_RECEIVERS_AND_DECODERS,1294,3446,186,337027,82%
2005,MLB-BICYCLE_LIGHTS,796,2289,185,337212,82%
2120,MLB-SURVEILLANCE_MONITORING_KITS,806,3016,185,337397,82%
4154,MLB-PERMANENT_EPILATORS,380,1269,185,337582,82%
538,MLM-VEHICLE_LED_BULBS,486,1921,184,337766,82%
2890,MLB-UNDERWEAR_ORGANIZERS,617,1685,184,337950,82%
425,MLM-TELEPHONY_AND_RADIO_COMMUNICATION_PRODUCTS,417,2697,182,338132,82%
2097,MLB-BABY_CARRIERS,361,2053,181,338313,82%
3278,MLB-TOY_BUILDING_SETS,1964,3961,181,338494,82%
2082,MLB-GARDENING_AND_AGRICULTURE_SEEDS,2902,5283,180,338674,82%
3031,MLB-BED_SHEETS,1854,5711,180,338854,82%
4205,MLB-UNIVERSAL_CAR_REMOTES,308,1181,179,339033,82%
1593,MLB-SPORTS_AND_FITNESS,4356,7216,177,339210,82%
1976,MLB-DEODORANTS,684,1165,177,339387,82%
4181,MLB-HAND_BLENDERS,276,997,177,339564,82%
2686,MLB-MILK_EXTRACTORS,368,1451,176,339740,82%
5039,MLB-LAPTOP_STANDS,274,773,176,339916,82%
5,MLM-VEHICLE_ACCESSORIES,5025,7850,175,340091,82%
1780,MLB-QUILTS_AND_COVERLETS,2003,6377,174,340265,82%
440,MLM-HAIR_CLIPPERS,441,1766,173,340438,82%
1533,MLB-AUTOMOTIVE_TAIL_LIGHTS,2872,4186,173,340611,82%
948,MLM-FLEA_AND_TICK_TREATMENTS,198,665,171,340782,82%
2905,MLB-MAT_AND_LIQUID_REPELLENT_ELECTRIC_DEVICES,497,1357,171,340953,83%
4559,MLB-WEBCAMS,174,675,171,341124,83%
3076,MLB-SUSPENDERS,265,826,170,341294,83%
4924,MLB-EXERCISE_MATS,395,1696,170,341464,83%
5525,MLB-INSTANT_COFFEE,193,806,170,341634,83%
2828,MLB-NAIL_AND_CUTICLE_CUTTERS,534,1852,168,341802,83%
2541,MLB-RANGES,1533,6978,167,341969,83%
3960,MLB-ELECTRONIC_ENTRANCE_INTERCOMS,668,1893,166,342135,83%
1957,MLB-AIR_COMPRESSORS,641,1986,165,342300,83%
2870,MLB-COFFEE_MAKERS,1129,3252,165,342465,83%
2362,MLB-BODYSUITS_AND_CATSUITS,2160,6807,164,342629,83%
3199,MLB-KITCHEN_CABINETS,2262,8187,164,342793,83%
3666,MLB-MANICURE_AND_PEDICURE_ELECTRONIC_EXFOLIATORS_AND_FILES,281,1155,164,342957,83%
3766,MLB-MOTORCYCLE_COVERS,455,1119,164,343121,83%
4281,MLB-CURLING_IRONS,435,1369,164,343285,83%
1795,MLB-POWER_INVERTERS,635,1644,163,343448,83%
2004,MLB-CHAIR_COVERS,300,1161,162,343610,83%
3695,MLB-MAGNIFYING_GLASSES,390,1154,162,343772,83%
3914,MLB-AESTHETIC_TREATMENT_TABLES_AND_CHAIRS,337,1949,162,343934,83%
5034,MLB-HEAT_GUNS,197,673,162,344096,83%
375,MLM-TONERS,317,456,161,344257,83%
5131,MLB-AUDIO_CROSSOVERS,360,1493,161,344418,83%
17,MLM-GAME_CONSOLES_VIDEO_GAMES_AND_ARCADE_MACHINES,1501,2610,160,344578,83%
51,MLM-GYMNASTIC_KNEE_PADS,158,992,160,344738,83%
3015,MLB-WATCH_BANDS,950,2336,159,344897,83%
74,MLM-COMPUTER_MICE,454,1454,158,345055,84%
1007,MLM-ANTIVIRUS_AND_INTERNET_SECURITY,68,236,158,345213,84%
4259,MLB-NOTEBOOK_CASES,420,879,158,345371,84%
286,MLM-MILK_EXTRACTORS,203,1058,157,345528,84%
2562,MLB-MOTORCYCLE_HEADLIGHTS,800,2315,157,345685,84%
3650,MLB-SHAVING_MACHINES,267,994,157,345842,84%
3803,MLB-SUBMERSIBLE_PUMPS,301,1316,157,345999,84%
467,MLM-INK_CARTRIDGES,528,873,156,346155,84%
309,MLM-VIBRATORS,389,1142,155,346310,84%
702,MLM-TELEPHONES,230,605,155,346465,84%
1760,MLB-CELLPHONES_AND_TELEPHONY,1217,2370,155,346620,84%
2205,MLB-DESKTOP_COMPUTER_POWER_SUPPLIES,807,1910,155,346775,84%
4592,MLB-WAX_WARMERS,311,1209,155,346930,84%
4661,MLB-MARKERS_AND_HIGHLIGHTERS,649,1697,155,347085,84%
960,MLM-SIM_CARDS,142,592,154,347239,84%
2507,MLB-FLATWARE_SETS,702,2337,154,347393,84%
2271,MLB-SANDER_MACHINES,759,2092,153,347546,84%
2104,MLB-DOG_POTTY_PADS,397,1111,152,347698,84%
2749,MLB-WARDROBES,2121,9806,152,347850,84%
300,MLM-SPORTSWEAR,844,1934,151,348001,84%
2058,MLB-FOOD_STORAGE_CONTAINERS,1775,3778,151,348152,84%
2633,MLB-CELLPHONE_PARTS,1142,2142,151,348303,84%
4646,MLB-FITNESS_TRAMPOLINES,134,1317,151,348454,84%
2488,MLB-ELECTRIC_POTS_SKILLETS_AND_RICE_COOKERS,593,2075,150,348604,84%
4248,MLB-EMERGENCY_LIGHTS,472,1368,150,348754,84%
232,MLM-TELEVISIONS,817,2855,148,348902,84%
3604,MLB-ORAL_IRRIGATORS,280,862,148,349050,84%
152,MLM-RINGS,1399,3434,147,349197,85%
2434,MLB-GARDEN_SPRAYERS,478,1171,147,349344,85%
2048,MLB-AUTOMOTIVE_SHIFT_LEVER_KNOBS,973,1615,145,349489,85%
2374,MLB-CAKE_STANDS,569,1747,145,349634,85%
3104,MLB-LAPTOP_KEYBOARDS,846,1170,145,349779,85%
31,MLM-BOOTS_AND_BOOTIES,2621,4785,144,349923,85%
262,MLM-FOG_LIGHTS,630,1711,144,350067,85%
2807,MLB-DECORATIVE_BLANKETS,335,1440,144,350211,85%
3047,MLB-TOWEL_SETS,547,2243,144,350355,85%
172,MLM-CAR_SCANNERS,289,877,143,350498,85%
225,MLM-TABLE_AND_DESK_LAMPS,588,1694,143,350641,85%
496,MLM-CARD_PAYMENT_TERMINALS,53,878,143,350784,85%
3025,MLB-BATHROOM_SINKS,1003,3487,143,350927,85%
34,MLM-BLOUSES,1349,2540,142,351069,85%
1145,MLM-AUTOMOTIVE_LED_LIGHT_BARS,180,1264,142,351211,85%
3421,MLB-CHRISTMAS_TREES,370,1686,142,351353,85%
3852,MLB-BUNION_CORRECTORS,190,586,142,351495,85%
271,MLM-OFFICE_SOFTWARE,224,237,141,351636,85%
1889,MLB-AUTOMOTIVE_WHEEL_COVERS,3492,5748,141,351777,85%
2978,MLB-SUNSCREENS,1107,2169,141,351918,85%
3994,MLB-SPHYGMOMANOMETERS,162,1053,141,352059,85%
5128,MLB-ANTIVIRUS_AND_INTERNET_SECURITY,118,215,141,352200,85%
3215,MLB-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,1419,2160,140,352340,85%
3982,MLB-PROJECTORS,871,2705,140,352480,85%
1890,MLB-MICROCONTROLLER_BOARDS,1358,2836,139,352619,85%
2116,MLB-MOUSE_PADS,516,1206,139,352758,85%
2884,MLB-LAPTOP_BATTERIES,907,1332,138,352896,85%
3616,MLB-ALARMS_AND_SENSORS,1275,2567,138,353034,85%
5641,MLB-BABY_GYMS,86,1202,138,353172,85%
1801,MLB-CAMPING_AND_FISHING_EQUIPMENT,2840,5223,136,353308,86%
6304,MLB-FAN_PROPELLERS,150,462,136,353444,86%
2933,MLB-PAJAMAS,877,2430,135,353579,86%
6768,MLB-SPEED_LADDERS,126,786,133,353712,86%
2388,MLB-FACE_MASKS,632,1614,132,353844,86%
2786,MLB-GRAPHICS_CARDS,1948,4298,132,353976,86%
3068,MLB-PILLOWS,859,2776,132,354108,86%
30,MLM-RESISTANCE_BANDS,194,919,131,354239,86%
4499,MLB-ELECTRICAL_TIMERS,221,599,131,354370,86%
5058,MLB-LIFE_JACKETS,383,1052,131,354501,86%
2001,MLB-HAIR_DYES_COLORANTS_DECOLORANTS,2248,4125,130,354631,86%
3336,MLB-TELEPHONY_AND_RADIO_COMMUNICATION_PRODUCTS,714,2997,130,354761,86%
4417,MLB-TOOL_MILLS,637,1424,129,354890,86%
2623,MLB-FISH_TANK_PUMPS,563,1234,128,355018,86%
2859,MLB-HAIR_STRAIGHTENING_BRUSHES,367,1274,128,355146,86%
3332,MLB-AUTOMOTIVE_ALARM_KITS,560,1506,127,355273,86%
4287,MLB-EROTIC_PUMPS,236,836,127,355400,86%
3714,MLB-BARBECUE_TOOL_SETS,959,2267,126,355526,86%
4671,MLB-CENTRIFUGAL_PUMPS,291,1113,126,355652,86%
2029,MLB-DRAIN_GRATES,455,1023,125,355777,86%
2691,MLB-BEAUTY_WIGS,988,2483,125,355902,86%
888,MLM-MANICURE_AND_PEDICURE_DRILLS,135,706,124,356026,86%
1897,MLB-TACTICAL_AND_SPORTING_KNIVES_AND_BLADES,2029,4807,124,356150,86%
301,MLM-MATTRESSES,455,1848,123,356273,86%
364,MLM-TV_REMOTE_CONTROLS,341,717,123,356396,86%
2728,MLB-FRAGRANCE_SETS,714,1909,123,356519,86%
155,MLM-FLOOD_LIGHTS,315,995,122,356641,86%
1352,MLM-STETHOSCOPES,144,718,122,356763,86%
2732,MLB-MICROSCOPES,294,808,122,356885,86%
2791,MLB-PARKING_SENSORS,412,1074,122,357007,86%
3017,MLB-ELECTRIC_DOUGH_SHEETERS,125,698,122,357129,86%
3026,MLB-PASTRY_TIPS,480,1630,122,357251,86%
3125,MLB-NAIL_STRENGTHENERS,595,1356,122,357373,86%
3592,MLB-STRING_INSTRUMENT_STANDS_AND_WALL_HANGERS,197,442,122,357495,87%
5941,MLB-TRAILER_HITCH_COUPLERS,71,441,122,357617,87%
478,MLM-BLENDERS,294,1065,121,357738,87%
1761,MLB-DOG_BEDS,1071,3244,121,357859,87%
2117,MLB-HEADBOARDS,1069,3812,119,357978,87%
3697,MLB-BED_AND_CRIB_SAFETY_RAILS,134,545,119,358097,87%
466,MLM-SKIN_CARE_SUPPLIES,563,1001,118,358215,87%
1722,MLB-VIBRATORS,841,1995,118,358333,87%
2739,MLB-ELECTRIC_JUGS,228,835,118,358451,87%
3403,MLB-BICYCLE_TIRES,961,2008,118,358569,87%
883,MLM-BICYCLE_LIGHTS,287,1208,117,358686,87%
3270,MLB-BABY_MOBILES,460,1251,117,358803,87%
5093,MLB-BABY_HARNESSES,80,431,117,358920,87%
4811,MLB-CALIPERS,188,528,116,359036,87%
964,MLM-MENSTRUAL_CUPS,134,830,115,359151,87%
1793,MLB-LIPSTICKS,1363,2898,115,359266,87%
2855,MLB-SATELLITE_FINDERS,337,1025,115,359381,87%
3227,MLB-NON_RETURN_DRAIN_VALVES,178,658,115,359496,87%
130,MLM-SUSPENDERS,98,633,114,359610,87%
524,MLM-OIL_DIFFUSERS,208,819,114,359724,87%
2891,MLB-WRISTWATCH_SCREEN_PROTECTORS,194,680,114,359838,87%
3427,MLB-BABY_BODYSUITS,2079,4708,114,359952,87%
4899,MLB-ABDOMINAL_TONING_BELTS,213,790,114,360066,87%
222,MLM-PAJAMAS,332,1276,113,360179,87%
2496,MLB-BATHROOM_ACCESSORIES_SETS,978,2423,113,360292,87%
2504,MLB-POWER_SAVERS,211,870,113,360405,87%
571,MLM-DIAPER_BAGS,300,1562,112,360517,87%
2000,MLB-MOTORCYCLE_TIRES,2696,4373,112,360629,87%
2219,MLB-SEWING_MACHINE_PRESSER_FEET,805,1434,112,360741,87%
3154,MLB-WOMEN_SPORT_SWIMWEAR,170,546,112,360853,87%
3548,MLB-PAINT_ROLLERS,218,778,112,360965,87%
4193,MLB-BATH_TOWELS,477,1372,112,361077,87%
2644,MLB-GRAPHICS_TABLETS,243,693,111,361188,87%
4808,MLB-MANICURE_AND_PEDICURE_DRILLS,333,1434,111,361299,87%
264,MLM-OFFICE_CHAIRS,339,979,110,361409,87%
353,MLM-ONE_PIECE_PAJAMAS,191,1089,110,361519,88%
462,MLM-MOTORCYCLE_GLOVES,264,1109,110,361629,88%
2918,MLB-DISPOSABLE_GLOVES,286,524,110,361739,88%
3551,MLB-FOOTBALL_GOALKEEPER_GLOVES,550,1441,110,361849,88%
3677,MLB-EMPLOYEE_TIME_CLOCKS,169,369,110,361959,88%
662,MLM-OUTDOOR_TABLES,167,621,108,362067,88%
2163,MLB-BABY_CUSHIONS_AND_PILLOWS,580,1810,108,362175,88%
2298,MLB-WALL_CLOCKS,745,2021,108,362283,88%
2934,MLB-TRAMPOLINES,336,2244,108,362391,88%
3391,MLB-E_READERS,278,728,108,362499,88%
3490,MLB-KITCHEN_TOWELS,599,1865,108,362607,88%
260,MLM-LEGGINGS,719,2119,107,362714,88%
2389,MLB-FISHING_LURES,1295,2874,107,362821,88%
2643,MLB-HEADLAMPS,293,974,107,362928,88%
4083,MLB-BABY_STROLLER_MOSQUITO_COVERS,207,649,107,363035,88%
2713,MLB-HAND_POLISHERS,569,1580,106,363141,88%
2215,MLB-HAIR_ROLLERS,778,1756,105,363246,88%
3159,MLB-OFFICE_EQUIPMENT,372,926,105,363351,88%
3786,MLB-AUDIO_AMPLIFIERS,845,2772,105,363456,88%
52,MLM-NAIL_DRYERS,245,813,104,363560,88%
1954,MLB-BEER_DISPENSERS,429,1751,104,363664,88%
2887,MLB-MOTORCYCLE_EXHAUSTS,1884,3471,104,363768,88%
3004,MLB-BEAUTY_APPLIANCES,547,1360,104,363872,88%
3214,MLB-SPICE_RACKS,532,1479,104,363976,88%
3569,MLB-MICRO_ROTARY_TOOLS,383,1439,104,364080,88%
2754,MLB-SARONGS,621,1787,103,364183,88%
3131,MLB-BALLOONS,1044,2166,103,364286,88%
4336,MLB-VEHICLE_WAXES,818,1777,103,364389,88%
134,MLM-WELDING_MACHINES,510,1624,102,364491,88%
278,MLM-TEA,191,413,102,364593,88%
2518,MLB-HOME_DECOR,2783,4730,102,364695,88%
4242,MLB-PH_METERS,172,512,102,364797,88%
46,MLM-GAME_CONSOLES,1402,3128,101,364898,88%
1580,MLB-STABILIZERS_AND_UPS,372,857,101,364999,88%
2017,MLB-DRONES,1312,3689,101,365100,88%
2351,MLB-PET_BRUSHES,247,621,101,365201,88%
3476,MLB-ARTIFICIAL_FLOWERS,1141,2716,101,365302,88%
3817,MLB-ESPADRILLES,415,1166,101,365403,88%
2315,MLB-VEHICLE_GAUGE_HOLDERS,2581,3589,100,365503,88%
2523,MLB-BABY_STROLLERS,1066,2579,100,365603,88%
3098,MLB-BOARD_GAMES,1927,3416,100,365703,89%
503,MLM-AUTOMOTIVE_CELLPHONE_AND_GPS_MOUNTS,414,1226,99,365802,89%
519,MLM-SHOWER_HEADS,118,619,99,365901,89%
2701,MLB-POOL_COVERS,563,1228,99,366000,89%
2981,MLB-CELLPHONE_USB_AND_AUXILIARY_ADAPTERS,504,1186,99,366099,89%
3181,MLB-FOOTBALL_BALLS,695,1571,99,366198,89%
4333,MLB-PLAYGROUND_SLIDES,237,2298,99,366297,89%
4841,MLB-JUMP_ROPES,231,630,99,366396,89%
5013,MLB-COMPRESSION_SLEEVES,260,570,99,366495,89%
5554,MLB-BABY_ACTIVITY_TABLES,129,605,99,366594,89%
395,MLM-MICROPHONES,456,1245,98,366692,89%
2834,MLB-CIGARETTE_PAPERS,583,1375,98,366790,89%
3163,MLB-MICROBLADING_NEEDLES,508,1249,98,366888,89%
3424,MLB-BELTS,978,2095,98,366986,89%
3784,MLB-POOL_WATERFALLS,220,878,98,367084,89%
2564,MLB-NETWORK_CABLES,785,1244,97,367181,89%
3115,MLB-CUSHION_AND_PILLOW_COVERS,812,1869,97,367278,89%
3831,MLB-CLAMP_METERS,359,822,97,367375,89%
3942,MLB-OIL_DIFFUSERS,632,1537,97,367472,89%
4271,MLB-COMBUSTION_CHAINSAWS,346,1189,97,367569,89%
4278,MLB-POWER_STRIPS,1034,2124,97,367666,89%
5483,MLB-PILATES_BALLS,279,802,97,367763,89%
2629,MLB-AUTOMOTIVE_ARMRESTS,1084,2274,96,367859,89%
3103,MLB-DESKTOP_COMPUTER_COOLERS_AND_FANS,1054,1964,96,367955,89%
5183,MLB-MUSIC_MOVIES_AND_TV_SERIES,243,523,96,368051,89%
5396,MLB-PORTABLE_HANGING_SCALES,133,319,96,368147,89%
2034,MLB-BABY_BOTTLES,680,1651,95,368242,89%
3767,MLB-TAG_PIN_GUNS,81,322,95,368337,89%
4436,MLB-BOOTS,633,1780,95,368432,89%
91,MLM-PANTS,1383,2739,94,368526,89%
946,MLM-KEYBOARD_AND_MOUSE_KITS,274,1084,94,368620,89%
1956,MLB-MIXERS,614,1975,94,368714,89%
3283,MLB-ACOUSTIC_GUITARS,1530,3755,94,368808,89%
3515,MLB-HOME_OFFICE_DESKS,1029,3665,94,368902,89%
4542,MLB-BOOKCASES,357,1106,94,368996,89%
2871,MLB-KEYCHAINS,2012,3008,92,369088,89%
86,MLM-LIGHT_BULBS,506,1220,91,369179,89%
89,MLM-AUTOMOTIVE_TIRES,1270,1832,91,369270,89%
3048,MLB-HUNTING_NETS,735,1727,91,369361,89%
318,MLM-PASTRY_TIPS,164,767,90,369451,89%
3059,MLB-AUTOMOTIVE_SPEAKER_BOXES,1288,6439,90,369541,89%
3710,MLB-AUTOMOTIVE_WEATHERSTRIPS,1507,2015,90,369631,89%
4212,MLB-SOLDERING_IRONS,490,1177,90,369721,89%
149,MLM-ELECTRONIC_MUSCLE_STIMULATORS,161,582,89,369810,90%
1796,MLB-JIG_SAWS,219,971,89,369899,90%
2519,MLB-DINING_SETS,1061,4091,89,369988,90%
2982,MLB-IRONS,461,1081,89,370077,90%
3556,MLB-MAKEUP,900,1574,89,370166,90%
4838,MLB-BARBELL_WEIGHT_SETS,185,963,89,370255,90%
2798,MLB-MANUAL_STAPLERS_AND_BRAD_NAILERS,155,437,88,370343,90%
194,MLM-LIPSTICKS,499,1465,87,370430,90%
1968,MLB-BEDS,1956,5755,87,370517,90%
3979,MLB-BABY_TEETHING_BRACELETS_AND_NECKLACES,60,328,87,370604,90%
124,MLM-MAKEUP,508,1053,86,370690,90%
418,MLM-AUTOMOTIVE_CONTROL_ALARM_CASES,643,1016,86,370776,90%
2454,MLB-VIDEO_CAMERAS,1058,2998,86,370862,90%
2853,MLB-TOOTHPASTES,296,475,86,370948,90%
3633,MLB-PLUNGE_ROUTERS,341,979,86,371034,90%
4132,MLB-DOORBELLS,248,732,86,371120,90%
1892,MLB-MICROBLADING_PIGMENTS,202,656,85,371205,90%
335,MLM-COOKTOPS,322,989,84,371289,90%
2854,MLB-TOY_REFRIGERATORS,157,852,84,371373,90%
3051,MLB-STYLUSES,255,678,84,371457,90%
3493,MLB-WATER_AND_EXTREME_SPORTS_EQUIPMENT,310,869,84,371541,90%
3625,MLB-MOTORCYCLE_SHOCK_ABSORBERS,617,1190,84,371625,90%
1961,MLB-AEROBICS_AND_FITNESS_EQUIPMENT,1457,2433,83,371708,90%
2620,MLB-COMPUTER_MOTHERBOARDS,2898,5389,83,371791,90%
2693,MLB-SERVING_AND_HOME_TRAYS,1149,2064,83,371874,90%
3260,MLM-VIBRATION_PLATFORMS,11,230,83,371957,90%
3652,MLB-EYESHADOWS,1117,2964,83,372040,90%
4080,MLB-POUFS,913,2561,83,372123,90%
5449,MLB-BABY_WRAP_SLINGS,73,483,83,372206,90%
107,MLM-PARTY_SUPPLIES,1146,1768,82,372288,90%
266,MLM-HATS_AND_CAPS,1691,2948,82,372370,90%
841,MLM-ELECTRIC_AIR_PUMPS,67,392,82,372452,90%
3275,MLB-MIRRORS,637,1268,82,372534,90%
4172,MLB-TONERS,609,709,82,372616,90%
388,MLM-CANDLES,228,589,81,372697,90%
3546,MLB-SUN_UMBRELLAS,316,962,81,372778,90%
3646,MLB-FANNY_PACKS,569,1102,81,372859,90%
62,MLM-ACTION_FIGURES,4981,6330,80,372939,90%
184,MLM-PLAGUES_ULTRASONIC_REPELLENTS,268,667,80,373019,90%
644,MLM-VACUUM_CLEANERS,232,595,80,373099,90%
3489,MLB-SPORTSWEAR,1319,2280,80,373179,90%
3529,MLB-BAR_CODE_SCANNERS,221,447,80,373259,90%
4176,MLB-CELLPHONE_SELFIE_LIGHTS,119,538,80,373339,90%
5370,MLB-BICYCLE_SEATS,320,826,80,373419,90%
2985,MLB-WASTE_BASKETS,767,1578,79,373498,90%
3269,MLB-FLAGS,246,520,79,373577,90%
3628,MLB-OUTDOOR_TABLES,352,1032,79,373656,90%
3777,MLB-BABY_WALKERS,384,1321,79,373735,90%
5281,MLB-RIBBON_AND_ROPE_THERMAL_CUTTERS,157,554,79,373814,90%
6659,MLB-AIR_MATTRESSES,269,1024,79,373893,90%
1142,MLM-BABY_CARRIERS,162,880,78,373971,91%
2980,MLB-ANTI_SNORE_CHIN_STRAPS,226,518,78,374049,91%
4379,MLB-KITCHEN_SINKS,542,1485,78,374127,91%
24,MLM-KITCHEN_SUPPLIES,1900,2890,77,374204,91%
108,MLM-MUGS,669,1239,77,374281,91%
3987,MLB-TOY_CASH_REGISTERS,211,916,77,374358,91%
828,MLM-WALKIE_TALKIES,208,668,76,374434,91%
3359,MLB-CAR_SCREENS,441,1217,76,374510,91%
6810,MLB-WIRE_STRIPPERS,174,546,76,374586,91%
768,MLM-DILDOS,218,657,75,374661,91%
2405,MLB-BATHROOM_SUPPLIES,1100,2046,75,374736,91%
3940,MLB-IDENTIFICATION_AND_PRESENTATION_CARDS,435,961,75,374811,91%
4326,MLB-TROLLEY_AND_FURNITURE_CASTERS,407,667,75,374886,91%
4826,MLB-TV_ANTENNAS,415,987,75,374961,91%
162,MLM-PC_KEYBOARDS,497,1122,74,375035,91%
673,MLM-SPORT_WATCHES,299,1392,74,375109,91%
1001,MLM-HOME_LIGHTING_SUPPLIES,601,1139,74,375183,91%
1735,MLM-KIDS_TENTS,38,371,74,375257,91%
2475,MLB-ADHESIVE_TAPES,293,449,74,375331,91%
2721,MLB-MARTIAL_ARTS_AND_BOXING_EQUIPMENT,1003,1567,74,375405,91%
3678,MLB-HABERDASHERY_SUPPLIES,1528,2709,74,375479,91%
5416,MLB-HYGROMETERS,174,429,74,375553,91%
1599,MLB-AUTOMOTIVE_CONTROL_ALARM_CASES,613,804,73,375626,91%
2604,MLB-BEDDING,674,1397,73,375699,91%
3561,MLB-DRINK_DISPENSERS,242,663,73,375772,91%
4163,MLB-SORTING_AND_STACKING_TOYS,218,1126,73,375845,91%
4630,MLB-TOOTHBRUSH_HOLDERS,185,552,73,375918,91%
5745,MLB-CONSTRUCTION_INSULATION_ROLLS,83,324,73,375991,91%
393,MLM-WATER_DISPENSERS,141,542,72,376063,91%
1106,MLM-MANUAL_DRINKING_WATER_PUMPS,59,310,72,376135,91%
1798,MLB-MUGS,2274,3386,72,376207,91%
2471,MLB-KITCHEN_RANGE_HOODS,484,1242,72,376279,91%
3463,MLB-ELECTRIC_HAND_PLANERS,247,695,72,376351,91%
3528,MLB-KITCHEN_POTS,911,2246,72,376423,91%
3634,MLB-SMART_SPEAKERS,223,592,72,376495,91%
4993,MLB-MANUAL_FACIAL_BRUSHES_AND_SPONGES,144,658,72,376567,91%
5970,MLB-BABY_CREAMS_AND_OINTMENTS,219,363,72,376639,91%
576,MLM-BRAS,387,829,71,376710,91%
2085,MLB-CHARMS_AND_MEDALS,1205,2276,71,376781,91%
2630,MLB-HAIRDRESSING_TRAINING_HEADS,182,672,71,376852,91%
2830,MLB-CYCLING_SETS,537,1440,71,376923,91%
3028,MLB-SUN_TANNER_PRODUCTS,326,970,71,376994,91%
3342,MLB-NIGHTSTANDS,816,2235,71,377065,91%
3676,MLB-AM_FM_RADIOS,470,923,71,377136,91%
3205,MLB-ELECTRONIC_LOCKS,543,1243,70,377206,91%
3506,MLB-PACKAGING_BOXES,333,381,70,377276,91%
3617,MLB-GPS,482,1174,70,377346,91%
3632,MLB-BLOOD_GLUCOSE_METERS,296,622,70,377416,91%
2039,MLB-WASHING_MACHINE_CONTROL_BOARDS,749,1066,69,377485,91%
3889,MLB-HAIR_MOLDING_AND_STYLING,454,847,69,377554,91%
96,MLM-CLOTHING,1122,1805,68,377622,91%
291,MLM-HAIR_STRAIGHTENING_BRUSHES,80,289,68,377690,91%
305,MLM-FOOTBALL_SHIRTS,1134,1974,68,377758,91%
592,MLM-SCHOOL_AND_OFFICE_PAPERS,276,457,68,377826,91%
920,MLM-WATCH_BANDS,545,1864,68,377894,91%
1756,MLB-ELECTRIC_BLOWERS,148,373,68,377962,91%
2684,MLB-MOTORCYCLE_GLOVES,642,1470,68,378030,91%
3195,MLB-DINING_CHAIRS,814,2563,68,378098,92%
3411,MLB-BATHROOM_VANITIES,716,3345,68,378166,92%
3595,MLB-FLOORS_WALLS_AND_APERTURES,516,1268,68,378234,92%
3945,MLB-RABBIT_AND_RODENT_CAGES,239,931,68,378302,92%
4148,MLB-AIR_FRESHENERS,211,538,68,378370,92%
4195,MLB-ELECTRIC_SANDWICH_MAKERS,364,1178,68,378438,92%
5200,MLB-EXTERNAL_LAPTOP_COOLERS,230,638,68,378506,92%
5246,MLB-ELECTRIC_BRUSH_CUTTERS_AND_STRING_TRIMMERS,100,314,68,378574,92%
5616,MLB-PRESENTATION_REMOTES,122,355,68,378642,92%
5899,MLB-FOG_MACHINES,227,679,68,378710,92%
548,MLM-FOOTWEAR,429,729,67,378777,92%
939,MLM-WIRELESS_FM_TRANSMITTERS,151,558,67,378844,92%
2272,MLB-CUT_OFF_AND_GRINDING_WHEELS,1061,1775,67,378911,92%
2784,MLB-BABY_GROOMING_KITS,549,1526,67,378978,92%
3865,MLB-MOSQUITO_NETS,297,749,67,379045,92%
4530,MLB-TELESCOPES,272,1107,67,379112,92%
5701,MLB-LASER_POINTERS,101,393,67,379179,92%
59,MLM-ACOUSTIC_GUITARS,369,1041,66,379245,92%
603,MLM-AUTOMOTIVE_MATS,398,650,66,379311,92%
707,MLM-GAME_CONSOLE_POWER_SUPPLIES,161,505,66,379377,92%
1748,MLB-AUTOMOTIVE_SHOCK_ABSORBERS,3484,4752,66,379443,92%
2113,MLB-BORESCOPES,79,332,66,379509,92%
2506,MLB-SPORT_T_SHIRTS,1126,2610,66,379575,92%
2552,MLB-CLOGS_AND_MULES,1095,2539,66,379641,92%
2571,MLB-PENS,1042,1406,66,379707,92%
2668,MLB-LIP_BALMS,1111,2873,66,379773,92%
2845,MLB-CAR_RACE_TRACKS_AND_BLAST_LAUNCHERS,449,1369,66,379839,92%
4864,MLB-BLENDER_JARS,425,708,66,379905,92%
686,MLM-KITCHEN_GRATERS,102,395,65,379970,92%
929,MLM-NOSE_SHAPERS,43,249,65,380035,92%
2673,MLB-CAR_AC_DASHBOARD_VENTS,922,1378,65,380100,92%
2847,MLB-VISES,361,1173,65,380165,92%
3350,MLB-ELECTRIC_BROOMS,156,494,65,380230,92%
3754,MLB-BABY_BIBS,195,695,65,380295,92%
4901,MLB-BENCH_POLISHERS,120,487,65,380360,92%
302,MLM-NECK_GAITERS_MASKS_AND_BALACLAVAS,280,753,64,380424,92%
382,MLM-CHRISTMAS_LIGHTS,387,980,64,380488,92%
1511,MLM-TOOTHBRUSHES,183,567,64,380552,92%
